sample,0–50,1000–1500,100–150,1500–2000,150–200,2000–inf,200–250,250–450,450–650,50–100,650–850,850–1000
result_ST_tW_top_Semilep,6.468826626730084,0.0,1.5761608024520002,0.0,0.9522638181480836,0.0328366833844166,0.6567336676883334,1.0836105516857502,0.2298567836909167,3.185158288288417,0.09851005015325,0.0328366833844166
result_ST_tch_antitop,4.092139161882199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2407140683460116,0.4814281366920233,0.0,0.0
result_ST_tch_top,4.460228683182914,0.0,0.1173744390311293,0.0,0.2347488780622586,0.0,0.1173744390311293,0.1173744390311293,0.0,0.3521233170933879,0.0,0.0
result_TTJJ_powheg,76.02564879990312,0.090647843199004,1.7083631987504602,0.055783288122464,0.676372368484876,0.223133152489856,0.425347571933788,0.599670347316488,0.264970618581704,5.871191074889336,0.10459366522962,0.055783288122464
result_TTLJ_powheg,47.3068423067384,0.0995334824608262,7.322820495332214,0.0616159653328924,3.4315353000780084,0.085314413537851,1.5072213058353685,1.78686299465388,0.170628827075702,18.4990086687907,0.0379175171279337,0.0426572067689255
result_TTLL_powheg,7.58863139873215,0.0152076781537718,1.3078603212243785,0.0,0.6235148043046456,0.0,0.288945884921665,0.3649842756905242,0.0304153563075436,3.604219722443927,0.0,0.0
result_WJets,0.0037859461470522,0.0,0.0012619820490174,0.0,0.0,0.0,0.0,0.0,0.0,0.0012619820490174,0.0,0.0
result_WJets_MG,0.0046369046831753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_WWto2L2Nu,0.0581179256469332,0.0,0.0,0.0,0.0581179256469332,0.0,0.0581179256469332,0.0,0.0,0.1162358512938665,0.0,0.0
result_WWto4Q,1.256296101576498,0.0,0.035894174330757,0.0,0.0071788348661514,0.0071788348661514,0.0143576697323028,0.0143576697323028,0.0143576697323028,0.0933248532599684,0.0071788348661514,0.0
result_WWtoLNu2Q,0.3582820293862245,0.0143312811754489,0.0429938435263469,0.0,0.0286625623508979,0.0,0.0143312811754489,0.0143312811754489,0.0,0.0429938435263469,0.0,0.0
result_WZto2L2Q,0.3690587188213589,0.0,0.1342031704804941,0.0,0.1006523778603706,0.0,0.067101585240247,0.1006523778603706,0.0335507926201235,0.3019571335811118,0.0,0.0
result_WZto3LNu,0.1151415767356837,0.0,0.1151415767356837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_WZtoLNu2Q,1.599875090519275,0.0,0.1599875090519275,0.0,0.0,0.0,0.319975018103855,0.0,0.0,0.4799625271557824,0.1599875090519275,0.0
result_ZZto2L2Nu,5.031640247063623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_ZZto2L2Q,0.6135609002518811,0.0,0.4908487202015049,0.0,0.1227121800503762,0.0,0.0,0.2454243601007524,0.0,0.6135609002518811,0.0,0.0
result_ZZto2Nu2Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_ZZto4L,0.0219174603881584,0.0,0.0219174603881584,0.0,0.0,0.0,0.0438349207763168,0.0,0.0,0.0,0.0219174603881584,0.0
