sample,0–50,100–150,1150–1350,1350–1550,150–200,1550–inf,200–250,250–300,300–350,350–550,50–100,550–750,750–950,950–1150
result_QCD_HT600to800,0.0,0.0,0.0,0.0,0.0105837100378986,0.0,0.0396889126421197,0.0423348401515944,0.0291052026042211,0.0370429851326451,0.0,0.0,0.0,0.0
result_QCD_HT70to100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCD_HT800to1000,0.0,0.0,0.0,0.0,0.0609704193817274,0.0,0.1053125425684382,0.0942270117717605,0.1053125425684382,0.3591711978123578,0.0,0.0066513184780066,0.0,0.0
result_ST_sch_antitop_Lep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3688057625836358,0.0,0.0
result_ST_sch_top_Lep,0.0,0.0,0.0,0.0,0.0,0.0,0.2274180779595924,0.2274180779595924,0.0,0.4548361559191849,0.0,0.0,0.0,0.0
result_ST_tW_antitop_Fullyhad,0.0,0.0,0.1823949998438286,0.0,3.739097496798487,0.0,5.380652495392944,5.745442495080601,4.559874996095716,12.311662489458431,0.0,5.198257495549115,1.003172499141057,0.1823949998438286
result_ST_tW_antitop_Lep,0.0,0.0,0.1492877345950816,0.0,1.4928773459508164,0.0,1.9407405497360612,0.7464386729754082,1.1943018767606532,2.0900282843311437,0.0,0.2985754691901633,0.2985754691901633,0.4478632037852449
result_ST_tW_antitop_Semilep,0.0,0.0,0.0,0.0,1.789594993323146,0.0331406480245027,1.9884388814701623,2.3198453617151893,1.6238917532006327,4.208862299111844,0.0,1.2262039769066002,0.4971097203675406,0.1325625920980108
result_ST_tW_top_Fullyhad,0.0,0.0,0.0,0.0941402589001996,3.294909061506987,0.0,5.17771423951098,4.707012945009981,4.895293462810381,12.991355728227548,0.0,4.518732427209582,1.3179636246027948,0.5648415534011978
result_ST_tW_top_Lep,0.0,0.0,0.0,0.0,1.6200298793156718,0.0,1.7673053228898237,0.4418263307224559,1.178203548593216,1.3254789921673678,0.0,0.5891017742966079,0.0,0.1472754435741519
result_ST_tW_top_Semilep,0.0,0.0,0.0656733667688333,0.0,1.8388542695273336,0.0,2.06871105321825,2.06871105321825,1.6746708526052505,4.597135673818334,0.0,1.28063065199225,0.5582236175350834,0.1641834169220833
result_ST_tch_antitop,0.0,0.0,0.0,0.0,0.7221422050380351,0.0,0.4814281366920233,0.2407140683460116,0.9628562733840468,2.166426615114105,0.0,0.0,0.0,0.2407140683460116
result_ST_tch_top,0.0,0.0,0.0,0.0,0.3521233170933879,0.0,1.2911188293424225,0.7042466341867759,0.7042466341867759,1.5258677074046811,0.0,0.4694977561245173,0.3521233170933879,0.0
result_TTJJ_powheg,0.0,0.0,0.153404042336776,0.027891644061232,10.550014366161005,0.0,15.472889542968453,13.276422573146434,12.035244412421608,25.883445688823297,0.0,6.6242654645426,1.6595528216433042,0.41837466091848
result_TTLJ_powheg,0.0,0.0,0.0995334824608262,0.0426572067689255,11.853963792120302,0.0047396896409917,15.949055641937152,12.484342514372202,9.441461764855514,20.98260604067036,0.0,7.005261289385769,1.976450580293549,0.5118864812271062
result_TTLL_powheg,0.0,0.0,0.0456230344613155,0.0,1.931375125529024,0.0152076781537718,2.646135998756301,2.14428261968183,1.6120138842998153,3.680258113212786,0.0,1.3230679993781504,0.2737382067678932,0.1520767815377184
result_WJets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012619820490174,0.0025239640980348,0.0025239640980348,0.0,0.0,0.0,0.0
result_WJets_MG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046369046831753,0.0,0.0,0.0,0.0
result_WWto2L2Nu,0.0,0.0,0.0,0.0,0.0581179256469332,0.0,0.0581179256469332,0.0581179256469332,0.0,0.0581179256469332,0.0,0.0,0.0581179256469332,0.0
result_WWto4Q,0.0,0.0,0.0,0.0,0.1220401927245741,0.0,0.1938285413860882,0.2081862111183911,0.1363978624568769,0.5743067892921134,0.0,0.1794708716537854,0.035894174330757,0.0
result_WWtoLNu2Q,0.0,0.0,0.0,0.0,0.0716564058772449,0.0,0.0716564058772449,0.0859876870526938,0.0716564058772449,0.1433128117544898,0.0,0.0429938435263469,0.0286625623508979,0.0
result_WZto2L2Q,0.0,0.0,0.0,0.0335507926201235,0.0335507926201235,0.0,0.1677539631006177,0.0335507926201235,0.0335507926201235,0.5703634745421001,0.0,0.1677539631006177,0.067101585240247,0.0
result_WZto3LNu,0.0,0.0,0.0,0.0,0.1151415767356837,0.0,0.0,0.0,0.0,0.1151415767356837,0.0,0.0,0.0,0.0
result_WZtoLNu2Q,0.0,0.0,0.0,0.0,0.0,0.0,0.319975018103855,0.319975018103855,0.319975018103855,1.27990007241542,0.0,0.1599875090519275,0.319975018103855,0.0
result_ZZto2L2Nu,0.0,0.0,0.0,0.0,5.031640247063623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_ZZto2L2Q,0.0,0.0,0.0,0.0,0.2454243601007524,0.0,0.2454243601007524,0.4908487202015049,0.2454243601007524,0.7362730803022575,0.0,0.1227121800503762,0.0,0.0
result_ZZto2Nu2Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_ZZto4L,0.0,0.0,0.0,0.0,0.0219174603881584,0.0,0.0438349207763168,0.0219174603881584,0.0,0.0219174603881584,0.0,0.0,0.0,0.0
