sample,0–800,1000–1200,1200–1600,1600–2000,2000–2500,2500–3000,3000–4000,4000–5000,5000–inf,800–1000
result_QCD_HT600to800,0.0542415139442303,0.0251363113400092,0.0251363113400092,0.0066148187736866,0.0026459275094746,0.0013229637547373,0.0026459275094746,0.0,0.0,0.0410118763968571
result_QCD_HT70to100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_QCD_HT800to1000,0.1319178164804647,0.1662829619501656,0.1141809672057804,0.0565362070630563,0.0266052739120265,0.014411190035681,0.0066513184780066,0.004434212318671,0.0,0.2106250851368765
result_ST_sch_antitop_Lep,0.0,0.0,0.0,0.3688057625836358,0.0,0.0,0.0,0.0,0.0,0.0
result_ST_sch_top_Lep,0.2274180779595924,0.2274180779595924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4548361559191849
result_ST_tW_antitop_Fullyhad,8.937354992347602,7.204602493831231,7.660589993440802,2.553529997813601,1.0943699990629718,0.3647899996876572,0.1823949998438286,0.0,0.0,10.305317491176318
result_ST_tW_antitop_Lep,0.2985754691901633,1.4928773459508164,2.5378914881163883,1.0450141421655716,1.0450141421655716,0.2985754691901633,0.1492877345950816,0.0,0.0,1.79145281514098
result_ST_tW_antitop_Semilep,1.4913291611026218,2.9495176741807407,3.7117525787443033,1.822735641347649,0.8285162006125677,0.1988438881470162,0.1325625920980108,0.0,0.0331406480245027,2.6512518419602165
result_ST_tW_top_Fullyhad,8.566763559918167,7.437080453115771,7.62536097091617,3.294909061506987,0.8472623301017966,0.5648415534011978,0.0941402589001996,0.0941402589001996,0.0,9.037464854419165
result_ST_tW_top_Lep,0.7363772178707599,1.030928105019064,2.061856210038128,0.5891017742966079,0.8836526614449118,0.2945508871483039,0.0,0.0,0.0,1.47275443574152
result_ST_tW_top_Semilep,1.8388542695273336,3.0209748713663336,3.6448718556702495,1.6746708526052505,1.0179371849169168,0.2298567836909167,0.09851005015325,0.0328366833844166,0.0328366833844166,2.725444720906584
result_ST_tch_antitop,0.7221422050380351,0.7221422050380351,1.44428441007607,0.2407140683460116,0.2407140683460116,0.2407140683460116,0.0,0.0,0.0,1.2035703417300585
result_ST_tch_top,1.6432421464358105,0.9389955122490344,1.1737443903112932,0.4694977561245173,0.2347488780622586,0.0,0.0,0.0,0.0,0.9389955122490344
result_TTJJ_powheg,21.441701372072103,16.365422152927877,15.730887250534847,5.731732854583177,2.6775978298782723,0.969234631127812,0.676372368484876,0.146431131321468,0.1743227753827,22.187802850710057
result_TTLJ_powheg,14.091097302668397,15.8068649527074,18.565364323764584,8.076431148249897,3.6116435064356938,1.2086208584528897,0.7583503425586758,0.0900541031788427,0.1137525513838013,18.02977939433252
result_TTLL_powheg,2.706966711371388,2.706966711371388,2.904666527370422,1.414314068300781,0.5322687353820145,0.1824921378452621,0.1672844596914902,0.0152076781537718,0.0,3.193612412292087
result_WJets,0.0012619820490174,0.0037859461470522,0.0,0.0012619820490174,0.0,0.0,0.0,0.0,0.0,0.0
result_WJets_MG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046369046831753
result_WWto2L2Nu,0.1743537769407998,0.0581179256469332,0.0,0.0581179256469332,0.0,0.0,0.0,0.0,0.0,0.0
result_WWto4Q,0.3015110643783595,0.3158687341106623,0.3230475689768138,0.086146018393817,0.0215365045984542,0.0143576697323028,0.0071788348661514,0.0,0.0071788348661514,0.3732994130398737
result_WWtoLNu2Q,0.1146502494035918,0.0859876870526938,0.1003189682281428,0.0573251247017959,0.0286625623508979,0.0,0.0,0.0,0.0,0.1289815305790408
result_WZto2L2Q,0.1677539631006177,0.1342031704804941,0.3019571335811118,0.2013047557207412,0.0335507926201235,0.0335507926201235,0.0,0.0,0.0,0.2348555483408647
result_WZto3LNu,0.0,0.1151415767356837,0.1151415767356837,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_WZtoLNu2Q,0.1599875090519275,0.63995003620771,0.9599250543115648,0.1599875090519275,0.0,0.1599875090519275,0.0,0.0,0.0,0.63995003620771
result_ZZto2L2Nu,0.0,2.515820123531812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.515820123531812
result_ZZto2L2Q,0.1227121800503762,0.2454243601007524,0.6135609002518811,0.0,0.2454243601007524,0.0,0.0,0.0,0.0,0.8589852603526337
result_ZZto2Nu2Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
result_ZZto4L,0.0,0.0219174603881584,0.0219174603881584,0.0219174603881584,0.0219174603881584,0.0,0.0,0.0,0.0,0.0219174603881584
